"","Reporter.Countries","Partner.Countries","Value_YearMean","LongitudeReport","LatitudeReport","LongitudePartner","LatitudePartner"
"587","Colombia","China, Hong Kong SAR",262.8,-73.08114582,3.91383431,114.1138045,22.39827737
"588","Colombia","China, Macao SAR",50.4,-73.08114582,3.91383431,113.5093212,22.22311688
"589","Colombia","China, mainland",3367.6,-73.08114582,3.91383431,103.8190735,36.56176546
"590","Colombia","China, Taiwan Province of",3119.2,-73.08114582,3.91383431,120.9542728,23.7539928
"591","Colombia","Croatia",12,-73.08114582,3.91383431,16.40412899,45.08047631
"592","Colombia","Cyprus",192.2,-73.08114582,3.91383431,33.0060022,34.91667211
"593","Colombia","Czechia",9.6,-73.08114582,3.91383431,15.31240163,49.73341233
"594","Colombia","Denmark",1720.2,-73.08114582,3.91383431,10.02800992,55.98125296
"595","Colombia","Dominican Republic",1787.8,-73.08114582,3.91383431,-70.50568896,18.89433082
"596","Colombia","Ecuador",0.8,-73.08114582,3.91383431,-78.75201922,-1.42381612
"597","Colombia","Egypt",441.8,-73.08114582,3.91383431,29.86190099,26.49593311
"598","Colombia","Estonia",202.6,-73.08114582,3.91383431,25.54248537,58.67192972
"599","Colombia","Eswatini",3.8,-73.08114582,3.91383431,31.4819369,-26.55843045
"600","Colombia","Finland",16094.8,-73.08114582,3.91383431,26.2746656,64.49884603
"601","Colombia","France",8700.6,-73.08114582,3.91383431,-2.76172945,42.17344011
"602","Colombia","French Polynesia",7.6,-73.08114582,3.91383431,-144.9049439,-14.72227409
"603","Colombia","Georgia",57.8,-73.08114582,3.91383431,43.50780252,42.16855755
"604","Colombia","Germany",60973.6,-73.08114582,3.91383431,10.38578051,51.10698181
"605","Colombia","Greece",1421,-73.08114582,3.91383431,22.95555794,39.07469623
"606","Colombia","Iceland",134,-73.08114582,3.91383431,-18.57396167,64.99575386
"607","Colombia","India",53.8,-73.08114582,3.91383431,79.6119761,22.88578212
"608","Colombia","Indonesia",44,-73.08114582,3.91383431,117.2401137,-2.21505456
"609","Colombia","Iran (Islamic Republic of)",24.6,-73.08114582,3.91383431,54.27407004,32.57503292
"610","Colombia","Ireland",799.4,-73.08114582,3.91383431,-8.13793569,53.1754487
"611","Colombia","Israel",5716.2,-73.08114582,3.91383431,35.00444693,31.46110101
"612","Colombia","Italy",20483.4,-73.08114582,3.91383431,12.07001339,42.79662641
"613","Colombia","Jamaica",143.6,-73.08114582,3.91383431,-77.31482593,18.15694878
"614","Colombia","Japan",68832,-73.08114582,3.91383431,138.0308956,37.59230135
"615","Colombia","Jordan",1297.6,-73.08114582,3.91383431,36.77136104,31.24579091
"616","Colombia","Kuwait",49.2,-73.08114582,3.91383431,47.58700459,29.33431262
"617","Colombia","Latvia",143.8,-73.08114582,3.91383431,24.91235983,56.85085163
"618","Colombia","Lebanon",556,-73.08114582,3.91383431,35.88016072,33.92306631
"619","Colombia","Libya",23,-73.08114582,3.91383431,18.00866169,27.03094495
"620","Colombia","Lithuania",29.2,-73.08114582,3.91383431,23.88719355,55.32610984
"621","Colombia","Malaysia",6729.6,-73.08114582,3.91383431,109.6976228,3.78986846
"622","Colombia","Mexico",2847.8,-73.08114582,3.91383431,-102.5234517,23.94753724
"623","Colombia","Morocco",515.8,-73.08114582,3.91383431,-8.45615795,29.83762955
"624","Colombia","Netherlands",7297.8,-73.08114582,3.91383431,5.28144793,52.1007899
"625","Colombia","New Zealand",1724.2,-73.08114582,3.91383431,171.4849235,-41.81113557
"626","Colombia","Norway",9935,-73.08114582,3.91383431,15.34834656,68.75015572
"627","Colombia","Oman",14.4,-73.08114582,3.91383431,56.09166155,20.60515333
"628","Colombia","Panama",3.8,-73.08114582,3.91383431,-80.11915156,8.51750797
"629","Colombia","Peru",30.2,-73.08114582,3.91383431,-74.38242685,-9.15280381
"630","Colombia","Philippines",15.8,-73.08114582,3.91383431,122.8839325,11.77536778
"631","Colombia","Poland",604.6,-73.08114582,3.91383431,19.39012835,52.12759564
"632","Colombia","Portugal",1131.6,-73.08114582,3.91383431,-8.50104361,39.59550671
"633","Colombia","Qatar",5.2,-73.08114582,3.91383431,51.18479632,25.30601188
"634","Colombia","Republic of Korea",25620.8,-73.08114582,3.91383431,127.8391609,36.38523983
"635","Colombia","Romania",1786,-73.08114582,3.91383431,24.97293039,45.85243127
"636","Colombia","Russian Federation",4579.2,-73.08114582,3.91383431,96.68656112,61.98052209
"637","Colombia","Saudi Arabia",462,-73.08114582,3.91383431,44.53686271,24.12245841
"638","Colombia","Serbia",4.2,-73.08114582,3.91383431,20.78958334,44.2215032
"639","Colombia","Singapore",377.6,-73.08114582,3.91383431,103.8172559,1.35876087
"640","Colombia","Slovenia",947.8,-73.08114582,3.91383431,14.80444238,46.11554772
"641","Colombia","South Africa",702.2,-73.08114582,3.91383431,25.08390093,-29.00034095
"642","Colombia","Spain",17754.2,-73.08114582,3.91383431,-3.64755047,40.24448698
"643","Colombia","Sweden",7669.2,-73.08114582,3.91383431,16.74558049,62.77966519
"644","Colombia","Switzerland",256.6,-73.08114582,3.91383431,8.20867471,46.79785878
"645","Colombia","Syrian Arab Republic",417.8,-73.08114582,3.91383431,38.50788204,35.02547389
"646","Colombia","Thailand",0.2,-73.08114582,3.91383431,101.0028813,15.11815794
"647","Colombia","Tunisia",4.4,-73.08114582,3.91383431,9.55288359,34.11956246
"648","Colombia","Turkey",687,-73.08114582,3.91383431,35.16895346,39.0616029
"649","Colombia","Ukraine",402.6,-73.08114582,3.91383431,31.38326469,48.99656673
"650","Colombia","United Arab Emirates",335.4,-73.08114582,3.91383431,54.3001671,23.90528188
"651","Colombia","United Kingdom of Great Britain and Northern Ireland",18115.6,-73.08114582,3.91383431,-2.86563164,54.12387156
"652","Colombia","United States of America",310715.4,-73.08114582,3.91383431,-112.4616737,45.6795472
"653","Colombia","Uruguay",2.6,-73.08114582,3.91383431,-56.01807053,-32.79951534
"654","Colombia","Viet Nam",55,-73.08114582,3.91383431,106.299147,16.6460167
"655","Costa Rica","Afghanistan",7.6,-84.19208768,9.97634464,66.00473366,33.83523073
"656","Costa Rica","Australia",2524.4,-84.19208768,9.97634464,134.4910001,-25.73288704
"657","Costa Rica","Bahrain",0.2,-84.19208768,9.97634464,50.54196932,26.04205135
"658","Costa Rica","Belgium",11180.8,-84.19208768,9.97634464,4.64065114,50.63981576
"659","Costa Rica","Bulgaria",0.2,-84.19208768,9.97634464,25.21552909,42.76890318
"660","Costa Rica","Canada",1383.6,-84.19208768,9.97634464,-98.30777028,61.36206324
"661","Costa Rica","Chile",7.2,-84.19208768,9.97634464,-71.38256213,-37.73070989
"662","Costa Rica","China, Hong Kong SAR",1.6,-84.19208768,9.97634464,114.1138045,22.39827737
"663","Costa Rica","China, mainland",265.8,-84.19208768,9.97634464,103.8190735,36.56176546
"664","Costa Rica","China, Taiwan Province of",525.6,-84.19208768,9.97634464,120.9542728,23.7539928
"665","Costa Rica","Czechia",4.2,-84.19208768,9.97634464,15.31240163,49.73341233
"666","Costa Rica","Denmark",16.8,-84.19208768,9.97634464,10.02800992,55.98125296
"667","Costa Rica","Estonia",0.4,-84.19208768,9.97634464,25.54248537,58.67192972
"668","Costa Rica","Finland",540.6,-84.19208768,9.97634464,26.2746656,64.49884603
"669","Costa Rica","France",822.8,-84.19208768,9.97634464,-2.76172945,42.17344011
"670","Costa Rica","Germany",3726.4,-84.19208768,9.97634464,10.38578051,51.10698181
"671","Costa Rica","Greece",216.6,-84.19208768,9.97634464,22.95555794,39.07469623
"672","Costa Rica","Ireland",63.8,-84.19208768,9.97634464,-8.13793569,53.1754487
"673","Costa Rica","Israel",1200,-84.19208768,9.97634464,35.00444693,31.46110101
"674","Costa Rica","Italy",2287.2,-84.19208768,9.97634464,12.07001339,42.79662641
"675","Costa Rica","Japan",1177.6,-84.19208768,9.97634464,138.0308956,37.59230135
"676","Costa Rica","Latvia",64.6,-84.19208768,9.97634464,24.91235983,56.85085163
"677","Costa Rica","Lebanon",46,-84.19208768,9.97634464,35.88016072,33.92306631
"678","Costa Rica","Lithuania",0.2,-84.19208768,9.97634464,23.88719355,55.32610984
"679","Costa Rica","Malaysia",118.4,-84.19208768,9.97634464,109.6976228,3.78986846
"680","Costa Rica","Mexico",122.2,-84.19208768,9.97634464,-102.5234517,23.94753724
"681","Costa Rica","Morocco",130.4,-84.19208768,9.97634464,-8.45615795,29.83762955
"682","Costa Rica","Netherlands",2207.6,-84.19208768,9.97634464,5.28144793,52.1007899
"683","Costa Rica","New Caledonia",1.6,-84.19208768,9.97634464,165.6849237,-21.29991806
"684","Costa Rica","New Zealand",496.2,-84.19208768,9.97634464,171.4849235,-41.81113557
"685","Costa Rica","Norway",910.4,-84.19208768,9.97634464,15.34834656,68.75015572
"686","Costa Rica","Oman",10.8,-84.19208768,9.97634464,56.09166155,20.60515333
"687","Costa Rica","Panama",5.4,-84.19208768,9.97634464,-80.11915156,8.51750797
"688","Costa Rica","Philippines",1,-84.19208768,9.97634464,122.8839325,11.77536778
"689","Costa Rica","Poland",11.4,-84.19208768,9.97634464,19.39012835,52.12759564
"690","Costa Rica","Portugal",447.6,-84.19208768,9.97634464,-8.50104361,39.59550671
"691","Costa Rica","Republic of Korea",2511.8,-84.19208768,9.97634464,127.8391609,36.38523983
"692","Costa Rica","Romania",65.6,-84.19208768,9.97634464,24.97293039,45.85243127
"693","Costa Rica","Russian Federation",118.4,-84.19208768,9.97634464,96.68656112,61.98052209
"694","Costa Rica","Saudi Arabia",41.8,-84.19208768,9.97634464,44.53686271,24.12245841
"695","Costa Rica","Singapore",52.8,-84.19208768,9.97634464,103.8172559,1.35876087
"696","Costa Rica","Slovenia",7.6,-84.19208768,9.97634464,14.80444238,46.11554772
"697","Costa Rica","South Africa",188.4,-84.19208768,9.97634464,25.08390093,-29.00034095
"698","Costa Rica","Spain",1355.4,-84.19208768,9.97634464,-3.64755047,40.24448698
"699","Costa Rica","Sweden",11.2,-84.19208768,9.97634464,16.74558049,62.77966519
"700","Costa Rica","Switzerland",94.4,-84.19208768,9.97634464,8.20867471,46.79785878
"701","Costa Rica","Thailand",0.2,-84.19208768,9.97634464,101.0028813,15.11815794
"702","Costa Rica","Turkey",7.6,-84.19208768,9.97634464,35.16895346,39.0616029
"703","Costa Rica","Ukraine",8.6,-84.19208768,9.97634464,31.38326469,48.99656673
"704","Costa Rica","United Arab Emirates",10.8,-84.19208768,9.97634464,54.3001671,23.90528188
"705","Costa Rica","United Kingdom of Great Britain and Northern Ireland",1485.6,-84.19208768,9.97634464,-2.86563164,54.12387156
"706","Costa Rica","United States of America",33781.4,-84.19208768,9.97634464,-112.4616737,45.6795472
"707","Costa Rica","Venezuela (Bolivarian Republic of)",25.6,-84.19208768,9.97634464,-66.18184123,7.12422421
"708","Croatia","Austria",46.2,16.40412899,45.08047631,14.1264761,47.58549439
"709","Croatia","Bosnia and Herzegovina",28.8,16.40412899,45.08047631,17.76876733,44.17450125
"710","Croatia","Germany",18.8,16.40412899,45.08047631,10.38578051,51.10698181
"711","Croatia","India",4.6,16.40412899,45.08047631,79.6119761,22.88578212
"712","Croatia","Italy",9.2,16.40412899,45.08047631,12.07001339,42.79662641
"713","Croatia","Peru",4.8,16.40412899,45.08047631,-74.38242685,-9.15280381
"714","Croatia","Serbia",0.4,16.40412899,45.08047631,20.78958334,44.2215032
"715","Croatia","Slovenia",154,16.40412899,45.08047631,14.80444238,46.11554772
"716","Croatia","United Kingdom of Great Britain and Northern Ireland",5.8,16.40412899,45.08047631,-2.86563164,54.12387156
"717","Croatia","Viet Nam",4.8,16.40412899,45.08047631,106.299147,16.6460167
"718","Cuba","Australia",59.4,-79.01605384,21.62289528,134.4910001,-25.73288704
"719","Cuba","Belarus",0.2,-79.01605384,21.62289528,28.03209307,53.53131377
"720","Cuba","Belgium",198,-79.01605384,21.62289528,4.64065114,50.63981576
"721","Cuba","Canada",15.8,-79.01605384,21.62289528,-98.30777028,61.36206324
"722","Cuba","China, Taiwan Province of",1.6,-79.01605384,21.62289528,120.9542728,23.7539928
"723","Cuba","Germany",245.2,-79.01605384,21.62289528,10.38578051,51.10698181
"724","Cuba","Hungary",0.2,-79.01605384,21.62289528,19.39559116,47.16277506
"725","Cuba","Israel",2.2,-79.01605384,21.62289528,35.00444693,31.46110101
"726","Cuba","Italy",13.8,-79.01605384,21.62289528,12.07001339,42.79662641
"727","Cuba","Japan",159.6,-79.01605384,21.62289528,138.0308956,37.59230135
"728","Cuba","New Zealand",72,-79.01605384,21.62289528,171.4849235,-41.81113557
"729","Cuba","Republic of Korea",2.2,-79.01605384,21.62289528,127.8391609,36.38523983
"730","Cuba","Russian Federation",28.4,-79.01605384,21.62289528,96.68656112,61.98052209
"731","Cuba","Saudi Arabia",0.2,-79.01605384,21.62289528,44.53686271,24.12245841
"732","Cuba","Serbia",1.6,-79.01605384,21.62289528,20.78958334,44.2215032
"733","Cuba","Slovenia",1.2,-79.01605384,21.62289528,14.80444238,46.11554772
"734","Cuba","South Africa",0.4,-79.01605384,21.62289528,25.08390093,-29.00034095
"735","Cuba","Switzerland",129.4,-79.01605384,21.62289528,8.20867471,46.79785878
"736","Cuba","Turkey",1.6,-79.01605384,21.62289528,35.16895346,39.0616029
"737","Cuba","Ukraine",5,-79.01605384,21.62289528,31.38326469,48.99656673
"738","Cuba","United Kingdom of Great Britain and Northern Ireland",25.2,-79.01605384,21.62289528,-2.86563164,54.12387156
"739","Cyprus","Greece",545.8,33.0060022,34.91667211,22.95555794,39.07469623
"740","Cyprus","United Arab Emirates",0.4,33.0060022,34.91667211,54.3001671,23.90528188
"741","Cyprus","United States of America",1,33.0060022,34.91667211,-112.4616737,45.6795472
"742","Czechia","Austria",5,15.31240163,49.73341233,14.1264761,47.58549439
"743","Czechia","Belgium",13.8,15.31240163,49.73341233,4.64065114,50.63981576
"744","Czechia","Bulgaria",227.6,15.31240163,49.73341233,25.21552909,42.76890318
"745","Czechia","Canada",1.4,15.31240163,49.73341233,-98.30777028,61.36206324
"746","Czechia","Croatia",4.4,15.31240163,49.73341233,16.40412899,45.08047631
"747","Czechia","Cyprus",47,15.31240163,49.73341233,33.0060022,34.91667211
"748","Czechia","Estonia",1.2,15.31240163,49.73341233,25.54248537,58.67192972
"749","Czechia","France",0.8,15.31240163,49.73341233,-2.76172945,42.17344011
"750","Czechia","Germany",56.4,15.31240163,49.73341233,10.38578051,51.10698181
"751","Czechia","Hungary",45.6,15.31240163,49.73341233,19.39559116,47.16277506
"752","Czechia","Israel",1.2,15.31240163,49.73341233,35.00444693,31.46110101
"753","Czechia","Lithuania",7.2,15.31240163,49.73341233,23.88719355,55.32610984
"754","Czechia","Malta",5.8,15.31240163,49.73341233,14.40523316,35.92149632
"755","Czechia","Poland",304.6,15.31240163,49.73341233,19.39012835,52.12759564
"756","Czechia","Russian Federation",0.4,15.31240163,49.73341233,96.68656112,61.98052209
"757","Czechia","Slovakia",266.8,15.31240163,49.73341233,19.47905218,48.70547528
"758","Czechia","Slovenia",28.4,15.31240163,49.73341233,14.80444238,46.11554772
"759","Czechia","Ukraine",0.2,15.31240163,49.73341233,31.38326469,48.99656673
"760","Czechia","United Kingdom of Great Britain and Northern Ireland",5,15.31240163,49.73341233,-2.86563164,54.12387156
"761","Czechia","United States of America",19.8,15.31240163,49.73341233,-112.4616737,45.6795472
"762","Democratic Republic of the Congo","Australia",12.8,23.64396107,-2.87746289,134.4910001,-25.73288704
"763","Democratic Republic of the Congo","Belarus",0.4,23.64396107,-2.87746289,28.03209307,53.53131377
"764","Democratic Republic of the Congo","Belgium",705.6,23.64396107,-2.87746289,4.64065114,50.63981576
"765","Democratic Republic of the Congo","Bulgaria",3.8,23.64396107,-2.87746289,25.21552909,42.76890318
"766","Democratic Republic of the Congo","Canada",30.2,23.64396107,-2.87746289,-98.30777028,61.36206324
"767","Democratic Republic of the Congo","China, Taiwan Province of",0.2,23.64396107,-2.87746289,120.9542728,23.7539928
"768","Democratic Republic of the Congo","Congo",0.4,23.64396107,-2.87746289,15.21965762,-0.83787463
"769","Democratic Republic of the Congo","Czechia",9.6,23.64396107,-2.87746289,15.31240163,49.73341233
"770","Democratic Republic of the Congo","Finland",42.2,23.64396107,-2.87746289,26.2746656,64.49884603
"771","Democratic Republic of the Congo","France",1046.6,23.64396107,-2.87746289,-2.76172945,42.17344011
"772","Democratic Republic of the Congo","Germany",264.2,23.64396107,-2.87746289,10.38578051,51.10698181
"773","Democratic Republic of the Congo","Greece",3,23.64396107,-2.87746289,22.95555794,39.07469623
"774","Democratic Republic of the Congo","Ireland",7.8,23.64396107,-2.87746289,-8.13793569,53.1754487
"775","Democratic Republic of the Congo","Italy",995.2,23.64396107,-2.87746289,12.07001339,42.79662641
"776","Democratic Republic of the Congo","Japan",37.8,23.64396107,-2.87746289,138.0308956,37.59230135
"777","Democratic Republic of the Congo","Kenya",101.8,23.64396107,-2.87746289,37.79593973,0.59988022
"778","Democratic Republic of the Congo","Morocco",176.4,23.64396107,-2.87746289,-8.45615795,29.83762955
"779","Democratic Republic of the Congo","Netherlands",6.6,23.64396107,-2.87746289,5.28144793,52.1007899
"780","Democratic Republic of the Congo","New Zealand",27.6,23.64396107,-2.87746289,171.4849235,-41.81113557
"781","Democratic Republic of the Congo","Poland",88.4,23.64396107,-2.87746289,19.39012835,52.12759564
"782","Democratic Republic of the Congo","Portugal",460.6,23.64396107,-2.87746289,-8.50104361,39.59550671
"783","Democratic Republic of the Congo","Republic of Korea",2.4,23.64396107,-2.87746289,127.8391609,36.38523983
"784","Democratic Republic of the Congo","Romania",125.2,23.64396107,-2.87746289,24.97293039,45.85243127
"785","Democratic Republic of the Congo","Russian Federation",33.6,23.64396107,-2.87746289,96.68656112,61.98052209
"786","Democratic Republic of the Congo","Rwanda",7.6,23.64396107,-2.87746289,29.91988515,-1.99033832
"787","Democratic Republic of the Congo","Slovenia",1.8,23.64396107,-2.87746289,14.80444238,46.11554772
"788","Democratic Republic of the Congo","South Africa",3.6,23.64396107,-2.87746289,25.08390093,-29.00034095
"789","Democratic Republic of the Congo","Spain",57.4,23.64396107,-2.87746289,-3.64755047,40.24448698
"790","Democratic Republic of the Congo","Sweden",91.6,23.64396107,-2.87746289,16.74558049,62.77966519
"791","Democratic Republic of the Congo","Switzerland",36,23.64396107,-2.87746289,8.20867471,46.79785878
"792","Democratic Republic of the Congo","Uganda",151.2,23.64396107,-2.87746289,32.36907971,1.27469299
"793","Democratic Republic of the Congo","United Arab Emirates",0.8,23.64396107,-2.87746289,54.3001671,23.90528188
"794","Democratic Republic of the Congo","United Kingdom of Great Britain and Northern Ireland",53.6,23.64396107,-2.87746289,-2.86563164,54.12387156
"795","Democratic Republic of the Congo","United States of America",950.6,23.64396107,-2.87746289,-112.4616737,45.6795472
"796","Denmark","Canada",0.4,10.02800992,55.98125296,-98.30777028,61.36206324
"797","Denmark","Cyprus",0.2,10.02800992,55.98125296,33.0060022,34.91667211
"798","Denmark","Faroe Islands",37,10.02800992,55.98125296,-6.88095423,62.05385403
"799","Denmark","France",3,10.02800992,55.98125296,-2.76172945,42.17344011
"800","Denmark","Germany",6.4,10.02800992,55.98125296,10.38578051,51.10698181
"801","Denmark","Greece",0.2,10.02800992,55.98125296,22.95555794,39.07469623
"802","Denmark","Iceland",118.2,10.02800992,55.98125296,-18.57396167,64.99575386
"803","Denmark","Kenya",0.6,10.02800992,55.98125296,37.79593973,0.59988022
"804","Denmark","Netherlands",3,10.02800992,55.98125296,5.28144793,52.1007899
"805","Denmark","Norway",4,10.02800992,55.98125296,15.34834656,68.75015572
"806","Denmark","Serbia",0.2,10.02800992,55.98125296,20.78958334,44.2215032
"807","Denmark","Spain",0.6,10.02800992,55.98125296,-3.64755047,40.24448698
"808","Denmark","Sweden",4.8,10.02800992,55.98125296,16.74558049,62.77966519
"809","Denmark","Switzerland",0.8,10.02800992,55.98125296,8.20867471,46.79785878
"810","Denmark","United Kingdom of Great Britain and Northern Ireland",0.2,10.02800992,55.98125296,-2.86563164,54.12387156
"811","Denmark","United States of America",4.4,10.02800992,55.98125296,-112.4616737,45.6795472
"812","Djibouti","Australia",239.6,42.5606754,11.74871806,134.4910001,-25.73288704
"813","Djibouti","Belgium",27.8,42.5606754,11.74871806,4.64065114,50.63981576
"814","Djibouti","Canada",83,42.5606754,11.74871806,-98.30777028,61.36206324
"815","Djibouti","China, Hong Kong SAR",36,42.5606754,11.74871806,114.1138045,22.39827737
"816","Djibouti","Czechia",7.6,42.5606754,11.74871806,15.31240163,49.73341233
"817","Djibouti","Denmark",8,42.5606754,11.74871806,10.02800992,55.98125296
"818","Djibouti","Finland",102.8,42.5606754,11.74871806,26.2746656,64.49884603
"819","Djibouti","France",30.2,42.5606754,11.74871806,-2.76172945,42.17344011
"820","Djibouti","Germany",65.2,42.5606754,11.74871806,10.38578051,51.10698181
"821","Djibouti","India",61.6,42.5606754,11.74871806,79.6119761,22.88578212
"822","Djibouti","Ireland",3.8,42.5606754,11.74871806,-8.13793569,53.1754487
"823","Djibouti","Israel",1.8,42.5606754,11.74871806,35.00444693,31.46110101
"824","Djibouti","Italy",158.6,42.5606754,11.74871806,12.07001339,42.79662641
"825","Djibouti","Madagascar",7.6,42.5606754,11.74871806,46.70473674,-19.37189587
"826","Djibouti","Malaysia",15.4,42.5606754,11.74871806,109.6976228,3.78986846
"827","Djibouti","Netherlands",42.4,42.5606754,11.74871806,5.28144793,52.1007899
"828","Djibouti","New Zealand",109.2,42.5606754,11.74871806,171.4849235,-41.81113557
"829","Djibouti","Qatar",7,42.5606754,11.74871806,51.18479632,25.30601188
"830","Djibouti","Saudi Arabia",26.6,42.5606754,11.74871806,44.53686271,24.12245841
"831","Djibouti","Singapore",130.2,42.5606754,11.74871806,103.8172559,1.35876087
"832","Djibouti","South Africa",26.8,42.5606754,11.74871806,25.08390093,-29.00034095
"833","Djibouti","Spain",419,42.5606754,11.74871806,-3.64755047,40.24448698
"834","Djibouti","Sweden",3.8,42.5606754,11.74871806,16.74558049,62.77966519
"835","Djibouti","Switzerland",119.6,42.5606754,11.74871806,8.20867471,46.79785878
"836","Djibouti","United Kingdom of Great Britain and Northern Ireland",260.4,42.5606754,11.74871806,-2.86563164,54.12387156
"837","Djibouti","United States of America",123.8,42.5606754,11.74871806,-112.4616737,45.6795472
"838","Dominica","China, mainland",0.2,-61.357726,15.4394702,103.8190735,36.56176546
"839","Dominica","China, Taiwan Province of",2.4,-61.357726,15.4394702,120.9542728,23.7539928
"840","Dominica","France",2.6,-61.357726,15.4394702,-2.76172945,42.17344011
"841","Dominica","Israel",1.8,-61.357726,15.4394702,35.00444693,31.46110101
"842","Dominica","Japan",1.4,-61.357726,15.4394702,138.0308956,37.59230135
"843","Dominica","Lebanon",2,-61.357726,15.4394702,35.88016072,33.92306631
"844","Dominica","Republic of Korea",2.6,-61.357726,15.4394702,127.8391609,36.38523983
"845","Dominica","Spain",0.2,-61.357726,15.4394702,-3.64755047,40.24448698
"846","Dominica","United Arab Emirates",0.2,-61.357726,15.4394702,54.3001671,23.90528188
"847","Ecuador","Argentina",0.4,-78.75201922,-1.42381612,-65.17980692,-35.3813488
"848","Ecuador","Australia",8.4,-78.75201922,-1.42381612,134.4910001,-25.73288704
"849","Ecuador","Belgium",9,-78.75201922,-1.42381612,4.64065114,50.63981576
"850","Ecuador","Canada",10.2,-78.75201922,-1.42381612,-98.30777028,61.36206324
"851","Ecuador","Chile",11,-78.75201922,-1.42381612,-71.38256213,-37.73070989
"852","Ecuador","China, mainland",4.2,-78.75201922,-1.42381612,103.8190735,36.56176546
"853","Ecuador","China, Taiwan Province of",9.2,-78.75201922,-1.42381612,120.9542728,23.7539928
"854","Ecuador","Colombia",2050.4,-78.75201922,-1.42381612,-73.08114582,3.91383431
"855","Ecuador","Cuba",275,-78.75201922,-1.42381612,-79.01605384,21.62289528
"856","Ecuador","Czechia",4.4,-78.75201922,-1.42381612,15.31240163,49.73341233
"857","Ecuador","Denmark",0.8,-78.75201922,-1.42381612,10.02800992,55.98125296
"858","Ecuador","France",178.6,-78.75201922,-1.42381612,-2.76172945,42.17344011
"859","Ecuador","Germany",156.6,-78.75201922,-1.42381612,10.38578051,51.10698181
"860","Ecuador","Italy",1.4,-78.75201922,-1.42381612,12.07001339,42.79662641
"861","Ecuador","Japan",136.2,-78.75201922,-1.42381612,138.0308956,37.59230135
"862","Ecuador","Netherlands",0.6,-78.75201922,-1.42381612,5.28144793,52.1007899
"863","Ecuador","New Zealand",0.2,-78.75201922,-1.42381612,171.4849235,-41.81113557
"864","Ecuador","Peru",24.6,-78.75201922,-1.42381612,-74.38242685,-9.15280381
"865","Ecuador","Republic of Korea",4.6,-78.75201922,-1.42381612,127.8391609,36.38523983
"866","Ecuador","Russian Federation",0.6,-78.75201922,-1.42381612,96.68656112,61.98052209
"867","Ecuador","Spain",0.2,-78.75201922,-1.42381612,-3.64755047,40.24448698
"868","Ecuador","Sweden",3.4,-78.75201922,-1.42381612,16.74558049,62.77966519
"869","Ecuador","Switzerland",0.2,-78.75201922,-1.42381612,8.20867471,46.79785878
"870","Ecuador","United Arab Emirates",1.8,-78.75201922,-1.42381612,54.3001671,23.90528188
"871","Ecuador","United Kingdom of Great Britain and Northern Ireland",13,-78.75201922,-1.42381612,-2.86563164,54.12387156
"872","Ecuador","United States of America",1569.4,-78.75201922,-1.42381612,-112.4616737,45.6795472
"873","Egypt","Bahrain",0.2,29.86190099,26.49593311,50.54196932,26.04205135
"874","Egypt","Belgium",121.6,29.86190099,26.49593311,4.64065114,50.63981576
"875","Egypt","Malaysia",0.4,29.86190099,26.49593311,109.6976228,3.78986846
"876","Egypt","Palestine",0.4,29.86190099,26.49593311,35.19628705,31.91613893
"877","Egypt","Qatar",0.2,29.86190099,26.49593311,51.18479632,25.30601188
"878","Egypt","Senegal",2.2,29.86190099,26.49593311,-14.4734924,14.36624173
"879","Egypt","Sudan",1.8,29.86190099,26.49593311,29.94046812,15.99035669
"880","Egypt","United Arab Emirates",0.4,29.86190099,26.49593311,54.3001671,23.90528188
"881","Egypt","United Kingdom of Great Britain and Northern Ireland",13.2,29.86190099,26.49593311,-2.86563164,54.12387156
"882","Egypt","United States of America",0.8,29.86190099,26.49593311,-112.4616737,45.6795472
"883","El Salvador","Argentina",1.6,-88.87164469,13.73943744,-65.17980692,-35.3813488
"884","El Salvador","Australia",502.4,-88.87164469,13.73943744,134.4910001,-25.73288704
"885","El Salvador","Austria",23,-88.87164469,13.73943744,14.1264761,47.58549439
"886","El Salvador","Belgium",1930,-88.87164469,13.73943744,4.64065114,50.63981576
"887","El Salvador","Belize",0.4,-88.87164469,13.73943744,-88.71010486,17.20027509
"888","El Salvador","Canada",998.6,-88.87164469,13.73943744,-98.30777028,61.36206324
"889","El Salvador","Chile",8.2,-88.87164469,13.73943744,-71.38256213,-37.73070989
"890","El Salvador","China, Hong Kong SAR",2.4,-88.87164469,13.73943744,114.1138045,22.39827737
"891","El Salvador","China, mainland",182.8,-88.87164469,13.73943744,103.8190735,36.56176546
"892","El Salvador","China, Taiwan Province of",445.8,-88.87164469,13.73943744,120.9542728,23.7539928
"893","El Salvador","Costa Rica",25.2,-88.87164469,13.73943744,-84.19208768,9.97634464
"894","El Salvador","Czechia",6.6,-88.87164469,13.73943744,15.31240163,49.73341233
"895","El Salvador","Denmark",1.2,-88.87164469,13.73943744,10.02800992,55.98125296
"896","El Salvador","Dominican Republic",0.8,-88.87164469,13.73943744,-70.50568896,18.89433082
"897","El Salvador","Egypt",3.8,-88.87164469,13.73943744,29.86190099,26.49593311
"898","El Salvador","Finland",198.8,-88.87164469,13.73943744,26.2746656,64.49884603
"899","El Salvador","France",401.8,-88.87164469,13.73943744,-2.76172945,42.17344011
