"","Reporter.Countries","Partner.Countries","Value_YearMean","LongitudeReport","LatitudeReport","LongitudePartner","LatitudePartner"
"2855","Sweden","Poland",2.4,16.74558049,62.77966519,19.39012835,52.12759564
"2856","Sweden","Portugal",21.4,16.74558049,62.77966519,-8.50104361,39.59550671
"2857","Sweden","Republic of Korea",2.6,16.74558049,62.77966519,127.8391609,36.38523983
"2858","Sweden","Slovakia",0.4,16.74558049,62.77966519,19.47905218,48.70547528
"2859","Sweden","Spain",21,16.74558049,62.77966519,-3.64755047,40.24448698
"2860","Sweden","Switzerland",2.4,16.74558049,62.77966519,8.20867471,46.79785878
"2861","Sweden","Turkey",0.4,16.74558049,62.77966519,35.16895346,39.0616029
"2862","Sweden","United Arab Emirates",1.4,16.74558049,62.77966519,54.3001671,23.90528188
"2863","Sweden","United Kingdom of Great Britain and Northern Ireland",10.6,16.74558049,62.77966519,-2.86563164,54.12387156
"2864","Sweden","United States of America",2.8,16.74558049,62.77966519,-112.4616737,45.6795472
"2865","Sweden","Viet Nam",4.4,16.74558049,62.77966519,106.299147,16.6460167
"2866","Switzerland","Austria",3.8,8.20867471,46.79785878,14.1264761,47.58549439
"2867","Switzerland","Belgium",495.8,8.20867471,46.79785878,4.64065114,50.63981576
"2868","Switzerland","Cambodia",0.4,8.20867471,46.79785878,104.9069433,12.72004786
"2869","Switzerland","China, mainland",0.4,8.20867471,46.79785878,103.8190735,36.56176546
"2870","Switzerland","Denmark",6,8.20867471,46.79785878,10.02800992,55.98125296
"2871","Switzerland","France",128.2,8.20867471,46.79785878,-2.76172945,42.17344011
"2872","Switzerland","Georgia",0.2,8.20867471,46.79785878,43.50780252,42.16855755
"2873","Switzerland","Germany",671.6,8.20867471,46.79785878,10.38578051,51.10698181
"2874","Switzerland","Hungary",17.6,8.20867471,46.79785878,19.39559116,47.16277506
"2875","Switzerland","Italy",147.4,8.20867471,46.79785878,12.07001339,42.79662641
"2876","Switzerland","Japan",4.2,8.20867471,46.79785878,138.0308956,37.59230135
"2877","Switzerland","Kenya",3.8,8.20867471,46.79785878,37.79593973,0.59988022
"2878","Switzerland","Netherlands",154.8,8.20867471,46.79785878,5.28144793,52.1007899
"2879","Switzerland","Portugal",0.4,8.20867471,46.79785878,-8.50104361,39.59550671
"2880","Switzerland","Russian Federation",0.8,8.20867471,46.79785878,96.68656112,61.98052209
"2881","Switzerland","South Africa",3.6,8.20867471,46.79785878,25.08390093,-29.00034095
"2882","Switzerland","Spain",22.4,8.20867471,46.79785878,-3.64755047,40.24448698
"2883","Switzerland","Thailand",0.2,8.20867471,46.79785878,101.0028813,15.11815794
"2884","Switzerland","Ukraine",17.8,8.20867471,46.79785878,31.38326469,48.99656673
"2885","Switzerland","United Kingdom of Great Britain and Northern Ireland",51.8,8.20867471,46.79785878,-2.86563164,54.12387156
"2886","Syrian Arab Republic","Antigua and Barbuda",0.4,38.50788204,35.02547389,-61.79469343,17.2774996
"2887","Syrian Arab Republic","Bahrain",0.4,38.50788204,35.02547389,50.54196932,26.04205135
"2888","Syrian Arab Republic","Cyprus",1,38.50788204,35.02547389,33.0060022,34.91667211
"2889","Syrian Arab Republic","Jordan",11,38.50788204,35.02547389,36.77136104,31.24579091
"2890","Syrian Arab Republic","Kuwait",1,38.50788204,35.02547389,47.58700459,29.33431262
"2891","Syrian Arab Republic","Netherlands",0.6,38.50788204,35.02547389,5.28144793,52.1007899
"2892","Syrian Arab Republic","Qatar",2.2,38.50788204,35.02547389,51.18479632,25.30601188
"2893","Syrian Arab Republic","Saudi Arabia",45.6,38.50788204,35.02547389,44.53686271,24.12245841
"2894","Syrian Arab Republic","Sweden",5.6,38.50788204,35.02547389,16.74558049,62.77966519
"2895","Syrian Arab Republic","United Arab Emirates",0.6,38.50788204,35.02547389,54.3001671,23.90528188
"2896","Syrian Arab Republic","United Kingdom of Great Britain and Northern Ireland",2,38.50788204,35.02547389,-2.86563164,54.12387156
"2897","Syrian Arab Republic","United States of America",0.4,38.50788204,35.02547389,-112.4616737,45.6795472
"2898","Thailand","Australia",0.4,101.0028813,15.11815794,134.4910001,-25.73288704
"2899","Thailand","Cambodia",0.2,101.0028813,15.11815794,104.9069433,12.72004786
"2900","Thailand","Canada",110.8,101.0028813,15.11815794,-98.30777028,61.36206324
"2901","Thailand","China, Hong Kong SAR",0.2,101.0028813,15.11815794,114.1138045,22.39827737
"2902","Thailand","China, mainland",0.2,101.0028813,15.11815794,103.8190735,36.56176546
"2903","Thailand","China, Taiwan Province of",16.2,101.0028813,15.11815794,120.9542728,23.7539928
"2904","Thailand","Germany",22.6,101.0028813,15.11815794,10.38578051,51.10698181
"2905","Thailand","Indonesia",15.4,101.0028813,15.11815794,117.2401137,-2.21505456
"2906","Thailand","Japan",43.2,101.0028813,15.11815794,138.0308956,37.59230135
"2907","Thailand","Malaysia",15.4,101.0028813,15.11815794,109.6976228,3.78986846
"2908","Thailand","Netherlands",4,101.0028813,15.11815794,5.28144793,52.1007899
"2909","Thailand","New Zealand",4.4,101.0028813,15.11815794,171.4849235,-41.81113557
"2910","Thailand","Papua New Guinea",1.2,101.0028813,15.11815794,145.2074475,-6.46416646
"2911","Thailand","Republic of Korea",32,101.0028813,15.11815794,127.8391609,36.38523983
"2912","Thailand","Saudi Arabia",0.2,101.0028813,15.11815794,44.53686271,24.12245841
"2913","Thailand","Singapore",4.2,101.0028813,15.11815794,103.8172559,1.35876087
"2914","Thailand","Slovakia",0.2,101.0028813,15.11815794,19.47905218,48.70547528
"2915","Thailand","Sweden",0.4,101.0028813,15.11815794,16.74558049,62.77966519
"2916","Thailand","Switzerland",0.6,101.0028813,15.11815794,8.20867471,46.79785878
"2917","Thailand","United Arab Emirates",5.4,101.0028813,15.11815794,54.3001671,23.90528188
"2918","Thailand","United Kingdom of Great Britain and Northern Ireland",8.2,101.0028813,15.11815794,-2.86563164,54.12387156
"2919","Thailand","United States of America",99.4,101.0028813,15.11815794,-112.4616737,45.6795472
"2920","Thailand","Viet Nam",0.6,101.0028813,15.11815794,106.299147,16.6460167
"2921","Togo","Algeria",154.4,0.96232845,8.52531356,2.61732301,28.15893849
"2922","Togo","Belgium",643,0.96232845,8.52531356,4.64065114,50.63981576
"2923","Togo","France",430.4,0.96232845,8.52531356,-2.76172945,42.17344011
"2924","Togo","Germany",22.2,0.96232845,8.52531356,10.38578051,51.10698181
"2925","Togo","India",25.4,0.96232845,8.52531356,79.6119761,22.88578212
"2926","Togo","Israel",7.6,0.96232845,8.52531356,35.00444693,31.46110101
"2927","Togo","Italy",463,0.96232845,8.52531356,12.07001339,42.79662641
"2928","Togo","Morocco",3615.4,0.96232845,8.52531356,-8.45615795,29.83762955
"2929","Togo","Portugal",44,0.96232845,8.52531356,-8.50104361,39.59550671
"2930","Togo","Senegal",53,0.96232845,8.52531356,-14.4734924,14.36624173
"2931","Togo","Spain",13.6,0.96232845,8.52531356,-3.64755047,40.24448698
"2932","Togo","Switzerland",185,0.96232845,8.52531356,8.20867471,46.79785878
"2933","Togo","United States of America",36,0.96232845,8.52531356,-112.4616737,45.6795472
"2934","Tonga","Switzerland",1.2,-174.8098734,-20.42843174,8.20867471,46.79785878
"2935","Trinidad and Tobago","Antigua and Barbuda",0.8,-61.26567923,10.45733408,-61.79469343,17.2774996
"2936","Trinidad and Tobago","Barbados",0.2,-61.26567923,10.45733408,-59.559797,13.18145428
"2937","Trinidad and Tobago","Dominica",0.2,-61.26567923,10.45733408,-61.357726,15.4394702
"2938","Trinidad and Tobago","Saint Lucia",0.6,-61.26567923,10.45733408,-60.96969923,13.89479481
"2939","Turkey","Austria",0.2,35.16895346,39.0616029,14.1264761,47.58549439
"2940","Turkey","Azerbaijan",1.6,35.16895346,39.0616029,47.54599879,40.28827235
"2941","Turkey","Belarus",0.6,35.16895346,39.0616029,28.03209307,53.53131377
"2942","Turkey","Belgium",0.2,35.16895346,39.0616029,4.64065114,50.63981576
"2943","Turkey","Bulgaria",0.2,35.16895346,39.0616029,25.21552909,42.76890318
"2944","Turkey","Canada",0.2,35.16895346,39.0616029,-98.30777028,61.36206324
"2945","Turkey","Cyprus",9,35.16895346,39.0616029,33.0060022,34.91667211
"2946","Turkey","Czechia",0.6,35.16895346,39.0616029,15.31240163,49.73341233
"2947","Turkey","Egypt",0.4,35.16895346,39.0616029,29.86190099,26.49593311
"2948","Turkey","France",0.2,35.16895346,39.0616029,-2.76172945,42.17344011
"2949","Turkey","Georgia",1.2,35.16895346,39.0616029,43.50780252,42.16855755
"2950","Turkey","Germany",3.8,35.16895346,39.0616029,10.38578051,51.10698181
"2951","Turkey","Iran (Islamic Republic of)",1.8,35.16895346,39.0616029,54.27407004,32.57503292
"2952","Turkey","Iraq",22.4,35.16895346,39.0616029,43.74353149,33.03970582
"2953","Turkey","Israel",0.2,35.16895346,39.0616029,35.00444693,31.46110101
"2954","Turkey","Jordan",0.6,35.16895346,39.0616029,36.77136104,31.24579091
"2955","Turkey","Kazakhstan",1.2,35.16895346,39.0616029,67.29149357,48.15688067
"2956","Turkey","Kuwait",7.8,35.16895346,39.0616029,47.58700459,29.33431262
"2957","Turkey","Lebanon",5.4,35.16895346,39.0616029,35.88016072,33.92306631
"2958","Turkey","Libya",108.6,35.16895346,39.0616029,18.00866169,27.03094495
"2959","Turkey","Oman",10.6,35.16895346,39.0616029,56.09166155,20.60515333
"2960","Turkey","Qatar",1.6,35.16895346,39.0616029,51.18479632,25.30601188
"2961","Turkey","Russian Federation",5,35.16895346,39.0616029,96.68656112,61.98052209
"2962","Turkey","Saudi Arabia",4.2,35.16895346,39.0616029,44.53686271,24.12245841
"2963","Turkey","Singapore",3,35.16895346,39.0616029,103.8172559,1.35876087
"2964","Turkey","Slovenia",10.6,35.16895346,39.0616029,14.80444238,46.11554772
"2965","Turkey","Sweden",0.2,35.16895346,39.0616029,16.74558049,62.77966519
"2966","Turkey","Syrian Arab Republic",406.2,35.16895346,39.0616029,38.50788204,35.02547389
"2967","Turkey","Tajikistan",0.2,35.16895346,39.0616029,71.01362631,38.5304539
"2968","Turkey","Turkmenistan",1.8,35.16895346,39.0616029,59.37100021,39.11554137
"2969","Turkey","Ukraine",0.4,35.16895346,39.0616029,31.38326469,48.99656673
"2970","Turkey","United Arab Emirates",1,35.16895346,39.0616029,54.3001671,23.90528188
"2971","Turkey","United Kingdom of Great Britain and Northern Ireland",0.8,35.16895346,39.0616029,-2.86563164,54.12387156
"2972","Turkey","Uzbekistan",0.4,35.16895346,39.0616029,63.14001528,41.75554225
"2973","Uganda","Albania",8,32.36907971,1.27469299,20.04983396,41.14244989
"2974","Uganda","Algeria",2538.6,32.36907971,1.27469299,2.61732301,28.15893849
"2975","Uganda","Armenia",46.8,32.36907971,1.27469299,44.92993276,40.28952569
"2976","Uganda","Australia",607.4,32.36907971,1.27469299,134.4910001,-25.73288704
"2977","Uganda","Austria",20.8,32.36907971,1.27469299,14.1264761,47.58549439
"2978","Uganda","Bahrain",29.4,32.36907971,1.27469299,50.54196932,26.04205135
"2979","Uganda","Belarus",10,32.36907971,1.27469299,28.03209307,53.53131377
"2980","Uganda","Belgium",23308,32.36907971,1.27469299,4.64065114,50.63981576
"2981","Uganda","Bosnia and Herzegovina",94.2,32.36907971,1.27469299,17.76876733,44.17450125
"2982","Uganda","Bulgaria",179.8,32.36907971,1.27469299,25.21552909,42.76890318
"2983","Uganda","Cabo Verde",150.4,32.36907971,1.27469299,-23.9598882,15.95523324
"2984","Uganda","Canada",1138.6,32.36907971,1.27469299,-98.30777028,61.36206324
"2985","Uganda","China, Hong Kong SAR",22.6,32.36907971,1.27469299,114.1138045,22.39827737
"2986","Uganda","China, mainland",1294.8,32.36907971,1.27469299,103.8190735,36.56176546
"2987","Uganda","China, Taiwan Province of",264,32.36907971,1.27469299,120.9542728,23.7539928
"2988","Uganda","Croatia",1312.8,32.36907971,1.27469299,16.40412899,45.08047631
"2989","Uganda","Cyprus",27.2,32.36907971,1.27469299,33.0060022,34.91667211
"2990","Uganda","Czechia",47.6,32.36907971,1.27469299,15.31240163,49.73341233
"2991","Uganda","Democratic People's Republic of Korea",263.4,32.36907971,1.27469299,127.1924797,40.15350311
"2992","Uganda","Democratic Republic of the Congo",0.2,32.36907971,1.27469299,23.64396107,-2.87746289
"2993","Uganda","Denmark",495,32.36907971,1.27469299,10.02800992,55.98125296
"2994","Uganda","Ecuador",76.2,32.36907971,1.27469299,-78.75201922,-1.42381612
"2995","Uganda","Egypt",235,32.36907971,1.27469299,29.86190099,26.49593311
"2996","Uganda","Estonia",177.2,32.36907971,1.27469299,25.54248537,58.67192972
"2997","Uganda","Eswatini",25.8,32.36907971,1.27469299,31.4819369,-26.55843045
"2998","Uganda","Finland",828.4,32.36907971,1.27469299,26.2746656,64.49884603
"2999","Uganda","France",3588.4,32.36907971,1.27469299,-2.76172945,42.17344011
"3000","Uganda","Germany",38163.2,32.36907971,1.27469299,10.38578051,51.10698181
"3001","Uganda","Greece",778.6,32.36907971,1.27469299,22.95555794,39.07469623
"3002","Uganda","Haiti",7.6,32.36907971,1.27469299,-72.68527509,18.93502563
"3003","Uganda","Hungary",26.8,32.36907971,1.27469299,19.39559116,47.16277506
"3004","Uganda","Iceland",0.2,32.36907971,1.27469299,-18.57396167,64.99575386
"3005","Uganda","India",10188.2,32.36907971,1.27469299,79.6119761,22.88578212
"3006","Uganda","Indonesia",2,32.36907971,1.27469299,117.2401137,-2.21505456
"3007","Uganda","Iran (Islamic Republic of)",44.6,32.36907971,1.27469299,54.27407004,32.57503292
"3008","Uganda","Ireland",30.6,32.36907971,1.27469299,-8.13793569,53.1754487
"3009","Uganda","Israel",1927.8,32.36907971,1.27469299,35.00444693,31.46110101
"3010","Uganda","Italy",50251.6,32.36907971,1.27469299,12.07001339,42.79662641
"3011","Uganda","Japan",1857,32.36907971,1.27469299,138.0308956,37.59230135
"3012","Uganda","Kenya",380.6,32.36907971,1.27469299,37.79593973,0.59988022
"3013","Uganda","Kuwait",0.2,32.36907971,1.27469299,47.58700459,29.33431262
"3014","Uganda","Latvia",169.2,32.36907971,1.27469299,24.91235983,56.85085163
"3015","Uganda","Lebanon",3.8,32.36907971,1.27469299,35.88016072,33.92306631
"3016","Uganda","Libya",28,32.36907971,1.27469299,18.00866169,27.03094495
"3017","Uganda","Lithuania",19.2,32.36907971,1.27469299,23.88719355,55.32610984
"3018","Uganda","Madagascar",659,32.36907971,1.27469299,46.70473674,-19.37189587
"3019","Uganda","Malaysia",37.4,32.36907971,1.27469299,109.6976228,3.78986846
"3020","Uganda","Mexico",1431,32.36907971,1.27469299,-102.5234517,23.94753724
"3021","Uganda","Morocco",7815.6,32.36907971,1.27469299,-8.45615795,29.83762955
"3022","Uganda","Nepal",3.8,32.36907971,1.27469299,83.9158264,28.24891365
"3023","Uganda","Netherlands",1493.4,32.36907971,1.27469299,5.28144793,52.1007899
"3024","Uganda","New Zealand",89,32.36907971,1.27469299,171.4849235,-41.81113557
"3025","Uganda","North Macedonia",36.8,32.36907971,1.27469299,21.68211346,41.59530893
"3026","Uganda","Norway",8.2,32.36907971,1.27469299,15.34834656,68.75015572
"3027","Uganda","Poland",3434.8,32.36907971,1.27469299,19.39012835,52.12759564
"3028","Uganda","Portugal",5439.8,32.36907971,1.27469299,-8.50104361,39.59550671
"3029","Uganda","Qatar",12.2,32.36907971,1.27469299,51.18479632,25.30601188
"3030","Uganda","Republic of Korea",1963.8,32.36907971,1.27469299,127.8391609,36.38523983
"3031","Uganda","Romania",2707.2,32.36907971,1.27469299,24.97293039,45.85243127
"3032","Uganda","Russian Federation",2217.2,32.36907971,1.27469299,96.68656112,61.98052209
"3033","Uganda","Rwanda",0.2,32.36907971,1.27469299,29.91988515,-1.99033832
"3034","Uganda","Saudi Arabia",105,32.36907971,1.27469299,44.53686271,24.12245841
"3035","Uganda","Serbia",385,32.36907971,1.27469299,20.78958334,44.2215032
"3036","Uganda","Singapore",725,32.36907971,1.27469299,103.8172559,1.35876087
"3037","Uganda","Slovakia",19.8,32.36907971,1.27469299,19.47905218,48.70547528
"3038","Uganda","Slovenia",1124.8,32.36907971,1.27469299,14.80444238,46.11554772
"3039","Uganda","South Africa",1841.2,32.36907971,1.27469299,25.08390093,-29.00034095
"3040","Uganda","South Sudan",165.8,32.36907971,1.27469299,30.24790002,7.30877945
"3041","Uganda","Spain",12862.8,32.36907971,1.27469299,-3.64755047,40.24448698
"3042","Uganda","Sudan",28845.6,32.36907971,1.27469299,29.94046812,15.99035669
"3043","Uganda","Sweden",3168,32.36907971,1.27469299,16.74558049,62.77966519
"3044","Uganda","Switzerland",1572.8,32.36907971,1.27469299,8.20867471,46.79785878
"3045","Uganda","Syrian Arab Republic",23,32.36907971,1.27469299,38.50788204,35.02547389
"3046","Uganda","Tunisia",2513.8,32.36907971,1.27469299,9.55288359,34.11956246
"3047","Uganda","Turkey",165.8,32.36907971,1.27469299,35.16895346,39.0616029
"3048","Uganda","Ukraine",186.6,32.36907971,1.27469299,31.38326469,48.99656673
"3049","Uganda","United Arab Emirates",167.6,32.36907971,1.27469299,54.3001671,23.90528188
"3050","Uganda","United Kingdom of Great Britain and Northern Ireland",854.6,32.36907971,1.27469299,-2.86563164,54.12387156
"3051","Uganda","United States of America",12000.2,32.36907971,1.27469299,-112.4616737,45.6795472
"3052","Uganda","Viet Nam",222,32.36907971,1.27469299,106.299147,16.6460167
"3053","Ukraine","Poland",0.6,31.38326469,48.99656673,19.39012835,52.12759564
"3054","Ukraine","Syrian Arab Republic",0.2,31.38326469,48.99656673,38.50788204,35.02547389
"3055","United Arab Emirates","Afghanistan",2.6,54.3001671,23.90528188,66.00473366,33.83523073
"3056","United Arab Emirates","Algeria",25,54.3001671,23.90528188,2.61732301,28.15893849
"3057","United Arab Emirates","Australia",0.2,54.3001671,23.90528188,134.4910001,-25.73288704
"3058","United Arab Emirates","Azerbaijan",1,54.3001671,23.90528188,47.54599879,40.28827235
"3059","United Arab Emirates","Bahrain",60.8,54.3001671,23.90528188,50.54196932,26.04205135
"3060","United Arab Emirates","Bangladesh",14,54.3001671,23.90528188,90.23812743,23.86731158
"3061","United Arab Emirates","Belize",0.2,54.3001671,23.90528188,-88.71010486,17.20027509
"3062","United Arab Emirates","Cameroon",5,54.3001671,23.90528188,12.73964156,5.69109849
"3063","United Arab Emirates","Chad",1.6,54.3001671,23.90528188,18.64492513,15.33333758
"3064","United Arab Emirates","China, mainland",4.6,54.3001671,23.90528188,103.8190735,36.56176546
"3065","United Arab Emirates","Congo",3.4,54.3001671,23.90528188,15.21965762,-0.83787463
"3066","United Arab Emirates","Democratic Republic of the Congo",0.2,54.3001671,23.90528188,23.64396107,-2.87746289
"3067","United Arab Emirates","Djibouti",12.6,54.3001671,23.90528188,42.5606754,11.74871806
"3068","United Arab Emirates","Egypt",101.8,54.3001671,23.90528188,29.86190099,26.49593311
"3069","United Arab Emirates","Eritrea",5.4,54.3001671,23.90528188,38.84617011,15.36186618
"3070","United Arab Emirates","Ethiopia",2.2,54.3001671,23.90528188,39.60080098,8.62278679
"3071","United Arab Emirates","Gabon",1,54.3001671,23.90528188,11.7886287,-0.58660025
"3072","United Arab Emirates","Gambia",0.4,54.3001671,23.90528188,-15.39601295,13.44965244
"3073","United Arab Emirates","Guatemala",0.2,54.3001671,23.90528188,-90.36482009,15.69403664
"3074","United Arab Emirates","Guinea",0.4,54.3001671,23.90528188,-10.94066612,10.43621593
"3075","United Arab Emirates","Guinea-Bissau",1.4,54.3001671,23.90528188,-14.94972445,12.04744948
"3076","United Arab Emirates","India",46,54.3001671,23.90528188,79.6119761,22.88578212
"3077","United Arab Emirates","Indonesia",1.2,54.3001671,23.90528188,117.2401137,-2.21505456
"3078","United Arab Emirates","Iran (Islamic Republic of)",1818,54.3001671,23.90528188,54.27407004,32.57503292
"3079","United Arab Emirates","Iraq",72.4,54.3001671,23.90528188,43.74353149,33.03970582
"3080","United Arab Emirates","Japan",1.8,54.3001671,23.90528188,138.0308956,37.59230135
"3081","United Arab Emirates","Jordan",20,54.3001671,23.90528188,36.77136104,31.24579091
"3082","United Arab Emirates","Kazakhstan",0.2,54.3001671,23.90528188,67.29149357,48.15688067
"3083","United Arab Emirates","Kenya",6.6,54.3001671,23.90528188,37.79593973,0.59988022
"3084","United Arab Emirates","Kuwait",31.2,54.3001671,23.90528188,47.58700459,29.33431262
"3085","United Arab Emirates","Kyrgyzstan",0.4,54.3001671,23.90528188,74.54165513,41.46221943
"3086","United Arab Emirates","Lebanon",2.8,54.3001671,23.90528188,35.88016072,33.92306631
"3087","United Arab Emirates","Libya",126.8,54.3001671,23.90528188,18.00866169,27.03094495
"3088","United Arab Emirates","Malaysia",0.2,54.3001671,23.90528188,109.6976228,3.78986846
"3089","United Arab Emirates","Maldives",0.4,54.3001671,23.90528188,73.45713004,3.7287092
"3090","United Arab Emirates","Mauritania",1.6,54.3001671,23.90528188,-10.34779815,20.25736706
"3091","United Arab Emirates","Morocco",10.8,54.3001671,23.90528188,-8.45615795,29.83762955
"3092","United Arab Emirates","Nigeria",0.6,54.3001671,23.90528188,8.08943895,9.59411452
"3093","United Arab Emirates","North Macedonia",1.6,54.3001671,23.90528188,21.68211346,41.59530893
"3094","United Arab Emirates","Oman",508.8,54.3001671,23.90528188,56.09166155,20.60515333
"3095","United Arab Emirates","Pakistan",4.6,54.3001671,23.90528188,69.33957937,29.9497515
"3096","United Arab Emirates","Qatar",9,54.3001671,23.90528188,51.18479632,25.30601188
"3097","United Arab Emirates","Republic of Korea",1.8,54.3001671,23.90528188,127.8391609,36.38523983
"3098","United Arab Emirates","Rwanda",0.6,54.3001671,23.90528188,29.91988515,-1.99033832
"3099","United Arab Emirates","Saudi Arabia",420.4,54.3001671,23.90528188,44.53686271,24.12245841
"3100","United Arab Emirates","Senegal",2.4,54.3001671,23.90528188,-14.4734924,14.36624173
"3101","United Arab Emirates","Seychelles",5.4,54.3001671,23.90528188,55.47603279,-4.66099094
"3102","United Arab Emirates","Somalia",15,54.3001671,23.90528188,45.70714487,4.75062876
"3103","United Arab Emirates","South Africa",0.2,54.3001671,23.90528188,25.08390093,-29.00034095
"3104","United Arab Emirates","South Sudan",2.2,54.3001671,23.90528188,30.24790002,7.30877945
"3105","United Arab Emirates","Sri Lanka",0.2,54.3001671,23.90528188,80.70108238,7.61266509
"3106","United Arab Emirates","Sudan",8.2,54.3001671,23.90528188,29.94046812,15.99035669
"3107","United Arab Emirates","Sweden",0.4,54.3001671,23.90528188,16.74558049,62.77966519
"3108","United Arab Emirates","Syrian Arab Republic",28.4,54.3001671,23.90528188,38.50788204,35.02547389
"3109","United Arab Emirates","Turkey",36.4,54.3001671,23.90528188,35.16895346,39.0616029
"3110","United Arab Emirates","Turkmenistan",1,54.3001671,23.90528188,59.37100021,39.11554137
"3111","United Arab Emirates","Uganda",5.4,54.3001671,23.90528188,32.36907971,1.27469299
"3112","United Arab Emirates","United Kingdom of Great Britain and Northern Ireland",4.8,54.3001671,23.90528188,-2.86563164,54.12387156
"3113","United Arab Emirates","United Republic of Tanzania",6.8,54.3001671,23.90528188,34.81309981,-6.27565408
"3114","United Arab Emirates","United States of America",8,54.3001671,23.90528188,-112.4616737,45.6795472
"3115","United Arab Emirates","Uzbekistan",0.2,54.3001671,23.90528188,63.14001528,41.75554225
"3116","United Arab Emirates","Yemen",479.8,54.3001671,23.90528188,47.58676189,15.90928005
"3117","United Kingdom of Great Britain and Northern Ireland","Argentina",29.6,-2.86563164,54.12387156,-65.17980692,-35.3813488
"3118","United Kingdom of Great Britain and Northern Ireland","Armenia",0.4,-2.86563164,54.12387156,44.92993276,40.28952569
"3119","United Kingdom of Great Britain and Northern Ireland","Australia",16,-2.86563164,54.12387156,134.4910001,-25.73288704
"3120","United Kingdom of Great Britain and Northern Ireland","Austria",13.6,-2.86563164,54.12387156,14.1264761,47.58549439
"3121","United Kingdom of Great Britain and Northern Ireland","Bahrain",1.6,-2.86563164,54.12387156,50.54196932,26.04205135
"3122","United Kingdom of Great Britain and Northern Ireland","Belgium",153.2,-2.86563164,54.12387156,4.64065114,50.63981576
"3123","United Kingdom of Great Britain and Northern Ireland","Brazil",0.2,-2.86563164,54.12387156,-53.09783113,-10.78777702
"3124","United Kingdom of Great Britain and Northern Ireland","Bulgaria",1.6,-2.86563164,54.12387156,25.21552909,42.76890318
"3125","United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",0.2,-2.86563164,54.12387156,-5.17,6.49
"3126","United Kingdom of Great Britain and Northern Ireland","Canada",4.8,-2.86563164,54.12387156,-98.30777028,61.36206324
"3127","United Kingdom of Great Britain and Northern Ireland","Chile",33,-2.86563164,54.12387156,-71.38256213,-37.73070989
"3128","United Kingdom of Great Britain and Northern Ireland","China, Hong Kong SAR",78,-2.86563164,54.12387156,114.1138045,22.39827737
"3129","United Kingdom of Great Britain and Northern Ireland","China, Macao SAR",1,-2.86563164,54.12387156,113.5093212,22.22311688
"3130","United Kingdom of Great Britain and Northern Ireland","China, mainland",28.2,-2.86563164,54.12387156,103.8190735,36.56176546
"3131","United Kingdom of Great Britain and Northern Ireland","China, Taiwan Province of",19.6,-2.86563164,54.12387156,120.9542728,23.7539928
"3132","United Kingdom of Great Britain and Northern Ireland","Colombia",1.2,-2.86563164,54.12387156,-73.08114582,3.91383431
"3133","United Kingdom of Great Britain and Northern Ireland","Croatia",0.2,-2.86563164,54.12387156,16.40412899,45.08047631
"3134","United Kingdom of Great Britain and Northern Ireland","Cyprus",12,-2.86563164,54.12387156,33.0060022,34.91667211
"3135","United Kingdom of Great Britain and Northern Ireland","Czechia",90,-2.86563164,54.12387156,15.31240163,49.73341233
"3136","United Kingdom of Great Britain and Northern Ireland","Denmark",125.8,-2.86563164,54.12387156,10.02800992,55.98125296
"3137","United Kingdom of Great Britain and Northern Ireland","Egypt",0.8,-2.86563164,54.12387156,29.86190099,26.49593311
"3138","United Kingdom of Great Britain and Northern Ireland","Estonia",4.8,-2.86563164,54.12387156,25.54248537,58.67192972
"3139","United Kingdom of Great Britain and Northern Ireland","Ethiopia",3.4,-2.86563164,54.12387156,39.60080098,8.62278679
"3140","United Kingdom of Great Britain and Northern Ireland","Faroe Islands",1.4,-2.86563164,54.12387156,-6.88095423,62.05385403
"3141","United Kingdom of Great Britain and Northern Ireland","Finland",89.8,-2.86563164,54.12387156,26.2746656,64.49884603
"3142","United Kingdom of Great Britain and Northern Ireland","France",589.2,-2.86563164,54.12387156,-2.76172945,42.17344011
"3143","United Kingdom of Great Britain and Northern Ireland","Gabon",0.6,-2.86563164,54.12387156,11.7886287,-0.58660025
"3144","United Kingdom of Great Britain and Northern Ireland","Gambia",0.2,-2.86563164,54.12387156,-15.39601295,13.44965244
"3145","United Kingdom of Great Britain and Northern Ireland","Georgia",1.2,-2.86563164,54.12387156,43.50780252,42.16855755
"3146","United Kingdom of Great Britain and Northern Ireland","Germany",656.4,-2.86563164,54.12387156,10.38578051,51.10698181
"3147","United Kingdom of Great Britain and Northern Ireland","Ghana",0.2,-2.86563164,54.12387156,-1.21676566,7.95345644
"3148","United Kingdom of Great Britain and Northern Ireland","Greece",40,-2.86563164,54.12387156,22.95555794,39.07469623
"3149","United Kingdom of Great Britain and Northern Ireland","Guinea",0.2,-2.86563164,54.12387156,-10.94066612,10.43621593
"3150","United Kingdom of Great Britain and Northern Ireland","Honduras",3.8,-2.86563164,54.12387156,-86.6151661,14.82688165
"3151","United Kingdom of Great Britain and Northern Ireland","Hungary",29.4,-2.86563164,54.12387156,19.39559116,47.16277506
"3152","United Kingdom of Great Britain and Northern Ireland","Iceland",16.8,-2.86563164,54.12387156,-18.57396167,64.99575386
"3153","United Kingdom of Great Britain and Northern Ireland","India",1.4,-2.86563164,54.12387156,79.6119761,22.88578212
